ID,Intelligence,Blood Status,Loyalty,Gender,What are you curious about?,Affinity to Dark Arts,Magic Transportation Model,Height,Preferred Goblet Potion,"If you were a principal, how would you choose your students?",Species,Preferred Element,Kindness,House
1682,30.0,Muggle Born,43.0,M,World after we die,70.62,Apparition,183.35,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,26.45,Hufflepuff
1683,28.0,Pure Blood,40.0,F,World after we die,52.41,Portkey,175.32,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,73.26,Slytherine
1684,32.0,Muggle Born,43.0,M,Magical Creatures,68.68,Floo Network,210.22,Silvery Potion,"By a psychological test",,,23.72,Hufflepuff
1685,38.0,Muggle Born,41.0,M,World after we die,48.86,Portkey,102.07,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,38.01,Slytherine
1686,34.0,Muggle Born,40.0,F,World after we die,38.52,Apparition,102.96,Silvery Potion,"I choose students with high scores",Werewolves,,38.4,Hufflepuff
1687,32.0,Muggle Born,37.0,F,Magical Creatures,33.31,Flying,131.63,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,44.45,Slytherine
1688,28.0,Pure Blood,37.0,F,Magical Creatures,67.95,Apparition,181.22,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,26.47,Gryffindor
1689,29.0,Pure Blood,40.0,F,Plants,40.04,Portkey,149.41,The Golden Potion,"By a difficult exam",Humans,,71.37,Ravenclaw
1690,34.0,Muggle Born,40.0,F,Magical Creatures,55.88,Floo Network,130.35,Potion that smells of plums and chocolates,"By a psychological test",Giants,,74.73,Gryffindor
1691,31.0,Muggle Born,38.0,M,World after we die,33.99,Apparition,220.08,Silvery Potion,"I choose without preferences",Centaurs,,54.76,Ravenclaw
1692,32.0,Pure Blood,39.0,M,World after we die,46.09,Portkey,172.67,The Golden Potion,"I choose students with high scores",Giants,,62.27,Gryffindor
1693,27.0,Pure Blood,41.0,M,Magical Creatures,43.45,Apparition,106.94,The Golden Potion,"By a difficult exam",Werewolves,,74.05,Slytherine
1694,24.0,Pure Blood,42.0,F,Magical Creatures,53.92,Floo Network,134.91,Potion that makes you see strange visions,"By a psychological test",Centaurs,,16.96,Hufflepuff
1695,25.0,Muggle Born,39.0,F,Plants,73.37,Apparition,129.25,Potion that smells of plums and chocolates,"By a psychological test",Giants,,54.58,Ravenclaw
1696,29.0,Pure Blood,39.0,M,Magical Creatures,64.12,Portkey,174.12,Silvery Potion,"By a difficult exam",Centaurs,,50.26,Ravenclaw
1697,29.0,Pure Blood,37.0,F,Magical Creatures,50.98,Apparition,81.4,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,47.0,Gryffindor
1698,30.0,Muggle Born,38.0,M,Evil,35.51,Portkey,198.59,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,62.58,Ravenclaw
1699,27.0,Muggle Born,40.0,F,Magical Creatures,61.4,Apparition,117.55,The Golden Potion,"By a psychological test",Centaurs,,42.55,Slytherine
1700,30.0,Muggle Born,39.0,M,Magical Creatures,53.57,Flying,171.98,Potion that makes you see strange visions,"I choose without preferences",,,40.57,Ravenclaw
1701,34.0,Pure Blood,40.0,M,World after we die,59.44,Flying,221.26,Potion that smells of plums and chocolates,"I choose students with high scores",Giants,,48.06,Slytherine
1702,35.0,Pure Blood,39.0,F,Evil,60.14,Flying,123.9,The Golden Potion,"I choose without preferences",Werewolves,,29.24,Ravenclaw
1703,30.0,Muggle Born,36.0,F,Magical Creatures,37.68,Portkey,166.57,Silvery Potion,"By a difficult exam",Centaurs,,57.47,Hufflepuff
1704,30.0,Muggle Born,39.0,F,Plants,43.18,Flying,132.33,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,28.27,Ravenclaw
1705,31.0,Pure Blood,38.0,F,World after we die,43.41,Apparition,129.97,Potion that makes you see strange visions,"By a difficult exam",Giants,,52.5,Gryffindor
1706,24.0,Pure Blood,38.0,F,World after we die,54.9,Floo Network,201.4,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,34.86,Hufflepuff
1707,31.0,Pure Blood,41.0,F,World after we die,65.44,Apparition,46.38,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,47.72,Hufflepuff
1708,28.0,Muggle Born,36.0,F,World after we die,53.28,Floo Network,247.1,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,41.59,Slytherine
1709,26.0,Muggle Born,39.0,F,World after we die,43.0,Floo Network,221.99,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,54.01,Ravenclaw
1710,25.0,Pure Blood,39.0,M,World after we die,72.93,Flying,139.97,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,34.84,Ravenclaw
1711,28.0,Pure Blood,39.0,M,Magical Creatures,51.7,Portkey,207.52,Silvery Potion,"By a psychological test",Centaurs,,41.17,Hufflepuff
1712,27.0,Muggle Born,41.0,M,Evil,53.81,Portkey,164.97,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,50.05,Hufflepuff
1713,26.0,Muggle Born,42.0,M,World after we die,60.08,Flying,193.62,Silvery Potion,"I choose without preferences",Centaurs,,32.14,Gryffindor
1714,29.0,Pure Blood,40.0,M,World after we die,53.19,Portkey,108.37,The Golden Potion,"I choose without preferences",Centaurs,,36.7,Hufflepuff
1715,27.0,Pure Blood,39.0,M,Magical Creatures,54.74,Floo Network,170.71,,"I choose without preferences",Humans,,42.24,Gryffindor
1716,29.0,Pure Blood,39.0,M,Evil,43.22,Portkey,250.35,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,50.81,Hufflepuff
1717,31.0,Muggle Born,40.0,M,Magical Creatures,40.47,Apparition,110.0,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,20.58,Hufflepuff
1718,28.0,Pure Blood,40.0,M,Magical Creatures,33.79,Floo Network,116.37,Silvery Potion,"I choose without preferences",Humans,,69.57,Gryffindor
1719,32.0,Pure Blood,39.0,M,World after we die,58.99,Portkey,121.22,Silvery Potion,"By a psychological test",Centaurs,,47.16,Ravenclaw
1720,30.0,Pure Blood,40.0,F,Plants,35.79,Floo Network,123.0,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,51.5,Ravenclaw
1721,30.0,Muggle Born,38.0,M,World after we die,60.14,Flying,179.53,The Golden Potion,"By a difficult exam",Werewolves,,46.55,Gryffindor
1722,26.0,Muggle Born,39.0,M,Magical Creatures,41.58,Flying,151.59,The Golden Potion,"I choose students with high scores",,,81.77,Hufflepuff
1723,33.0,Pure Blood,42.0,F,Plants,67.23,Floo Network,172.48,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,56.0,Ravenclaw
1724,31.0,Pure Blood,39.0,M,World after we die,47.2,Portkey,206.66,The Golden Potion,"By a difficult exam",Centaurs,,76.8,Slytherine
1725,31.0,Muggle Born,39.0,M,Plants,58.52,Portkey,163.46,The Golden Potion,"I choose without preferences",Centaurs,,-14.31,Slytherine
1726,33.0,Muggle Born,37.0,F,Magical Creatures,48.28,Floo Network,193.76,Silvery Potion,"By a difficult exam",Giants,,47.15,Hufflepuff
1727,35.0,Pure Blood,38.0,M,Plants,53.78,Floo Network,194.69,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,74.37,Ravenclaw
1728,32.0,Muggle Born,42.0,F,Magical Creatures,26.64,Floo Network,95.69,Silvery Potion,"By a difficult exam",Centaurs,,71.39,Gryffindor
1729,35.0,Muggle Born,44.0,M,World after we die,48.04,Floo Network,114.67,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,39.91,Slytherine
1730,31.0,Pure Blood,38.0,M,Magical Creatures,56.12,Floo Network,133.73,Silvery Potion,"I choose students with high scores",Centaurs,,55.12,Hufflepuff
1731,36.0,Muggle Born,35.0,F,World after we die,45.17,Portkey,168.23,The Golden Potion,"By a psychological test",Giants,,23.64,Slytherine
1732,27.0,Pure Blood,40.0,M,Magical Creatures,58.7,Flying,217.18,Silvery Potion,"I choose students with high scores",Centaurs,,31.79,Slytherine
1733,33.0,Pure Blood,39.0,M,Plants,44.0,Apparition,221.76,The Golden Potion,"I choose students with high scores",Giants,,67.93,Ravenclaw
1734,27.0,Pure Blood,39.0,M,World after we die,49.48,Flying,107.35,The Golden Potion,"By a psychological test",Centaurs,,24.8,Slytherine
1735,27.0,Pure Blood,41.0,F,Magical Creatures,31.1,Portkey,149.31,Silvery Potion,"I choose without preferences",Giants,,36.07,Gryffindor
1736,33.0,Muggle Born,38.0,M,Plants,44.88,Apparition,186.79,The Golden Potion,"By a difficult exam",Centaurs,,55.91,Slytherine
1737,28.0,Pure Blood,41.0,F,World after we die,59.72,Portkey,158.01,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,29.75,Ravenclaw
1738,29.0,Muggle Born,40.0,M,World after we die,42.78,Apparition,126.38,Silvery Potion,"I choose students with high scores",Centaurs,,40.17,Slytherine
1739,27.0,Pure Blood,39.0,F,World after we die,60.54,Portkey,71.64,Silvery Potion,"By a difficult exam",Humans,,61.23,Ravenclaw
1740,29.0,Muggle Born,39.0,M,Magical Creatures,56.24,Floo Network,127.89,Potion that makes you see strange visions,"I choose without preferences",Centaurs,,73.13,Hufflepuff
1741,29.0,Pure Blood,41.0,M,Plants,49.34,Apparition,133.88,The Golden Potion,"I choose students with high scores",Werewolves,,91.51,Gryffindor
1742,33.0,Pure Blood,41.0,F,World after we die,50.26,Portkey,117.84,Silvery Potion,"I choose students with high scores",Humans,,37.49,Ravenclaw
1743,32.0,Pure Blood,41.0,M,Magical Creatures,52.23,Apparition,46.38,Silvery Potion,"By a psychological test",Centaurs,,43.6,Ravenclaw
1744,30.0,Muggle Born,35.0,F,Plants,48.54,Floo Network,167.06,Potion that makes you see strange visions,"I choose students with high scores",Werewolves,,97.62,Hufflepuff
1745,30.0,Muggle Born,42.0,F,World after we die,63.38,Portkey,132.31,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,40.3,Slytherine
1746,23.0,Muggle Born,41.0,M,Magical Creatures,60.55,Floo Network,161.77,Silvery Potion,"I choose without preferences",Werewolves,,53.56,Ravenclaw
1747,34.0,Pure Blood,41.0,M,World after we die,37.4,Portkey,78.83,The Golden Potion,"I choose students with high scores",Centaurs,,64.38,Ravenclaw
1748,25.0,Pure Blood,39.0,M,Magical Creatures,38.03,Portkey,88.16,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,62.15,Hufflepuff
1749,30.0,Pure Blood,38.0,F,Magical Creatures,52.89,Portkey,193.38,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,64.46,Hufflepuff
1750,31.0,Pure Blood,38.0,F,World after we die,57.15,Flying,93.41,Silvery Potion,"By a difficult exam",Giants,,52.29,Ravenclaw
1751,31.0,Muggle Born,39.0,M,Magical Creatures,39.97,Floo Network,147.84,The Golden Potion,"I choose students with high scores",Werewolves,,11.56,Gryffindor
1752,30.0,Pure Blood,37.0,M,World after we die,56.71,Portkey,99.62,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,64.02,Gryffindor
1753,30.0,Muggle Born,40.0,M,Plants,59.78,Portkey,132.89,Silvery Potion,"By a difficult exam",Humans,,20.13,Slytherine
1754,27.0,Muggle Born,40.0,F,Magical Creatures,46.37,Portkey,143.0,Potion that makes you see strange visions,"I choose students with high scores",Centaurs,,9.73,Slytherine
1755,25.0,Muggle Born,39.0,F,World after we die,53.27,Portkey,172.23,Potion that makes you see strange visions,"I choose students with high scores",Giants,,52.72,Ravenclaw
1756,28.0,Pure Blood,37.0,M,World after we die,71.0,Apparition,155.21,Silvery Potion,"I choose students with high scores",Humans,,22.02,Slytherine
1757,24.0,Pure Blood,41.0,F,Magical Creatures,36.38,Portkey,144.07,Potion that smells of plums and chocolates,"By a psychological test",Giants,,44.5,Ravenclaw
1758,26.0,Pure Blood,41.0,M,World after we die,58.73,Portkey,165.81,Silvery Potion,"I choose without preferences",Centaurs,,49.6,Slytherine
1759,34.0,Muggle Born,36.0,M,Magical Creatures,49.6,Portkey,158.47,The Golden Potion,"I choose students with high scores",Centaurs,,56.55,Hufflepuff
1760,30.0,Muggle Born,41.0,M,Magical Creatures,73.23,Apparition,136.64,The Golden Potion,"I choose students with high scores",Giants,,53.16,Ravenclaw
1761,31.0,Pure Blood,39.0,M,Magical Creatures,42.47,Portkey,230.27,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,80.49,Hufflepuff
1762,32.0,Pure Blood,36.0,F,Magical Creatures,51.57,Floo Network,212.77,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,120.85,Hufflepuff
1763,27.0,Pure Blood,44.0,M,World after we die,61.9,Portkey,208.08,Silvery Potion,"By a difficult exam",Werewolves,,52.76,Gryffindor
1764,30.0,Muggle Born,39.0,M,Evil,58.09,Apparition,142.78,Silvery Potion,"By a difficult exam",Werewolves,,65.94,Gryffindor
1765,26.0,Pure Blood,38.0,M,Magical Creatures,51.8,Apparition,160.7,Silvery Potion,"I choose students with high scores",Giants,,46.39,Ravenclaw
1766,29.0,Pure Blood,40.0,M,World after we die,63.79,Portkey,136.96,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,44.56,Gryffindor
1767,29.0,Pure Blood,42.0,M,World after we die,43.59,Floo Network,136.85,The Golden Potion,"By a difficult exam",Werewolves,,29.69,Hufflepuff
1768,28.0,Pure Blood,36.0,M,Magical Creatures,57.53,Flying,182.18,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,66.27,Slytherine
1769,34.0,Muggle Born,38.0,M,Magical Creatures,47.46,Portkey,133.83,Potion that makes you see strange visions,"I choose without preferences",Giants,,50.64,Hufflepuff
1770,35.0,Pure Blood,39.0,F,World after we die,46.28,Portkey,159.73,Silvery Potion,"I choose students with high scores",Werewolves,,38.96,Hufflepuff
1771,30.0,Muggle Born,38.0,F,Plants,37.33,Flying,186.94,The Golden Potion,"By a difficult exam",Werewolves,,85.89,Gryffindor
1772,28.0,Muggle Born,38.0,M,Magical Creatures,48.44,Portkey,213.45,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,45.41,Hufflepuff
1773,32.0,Pure Blood,40.0,M,Plants,55.93,Portkey,99.84,Silvery Potion,"I choose students with high scores",Humans,,32.69,Hufflepuff
1774,28.0,Pure Blood,35.0,M,Plants,49.42,Floo Network,136.67,Silvery Potion,"I choose students with high scores",Centaurs,,30.01,Slytherine
1775,27.0,Muggle Born,42.0,F,Plants,58.54,Flying,159.89,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,64.52,Gryffindor
1776,29.0,Muggle Born,37.0,M,Magical Creatures,44.39,Apparition,133.92,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,47.61,Gryffindor
1777,30.0,Muggle Born,37.0,F,Magical Creatures,58.01,Apparition,236.18,Potion that makes you see strange visions,"By a difficult exam",Centaurs,,12.21,Gryffindor
1778,32.0,Muggle Born,43.0,F,Plants,41.62,Apparition,213.34,The Golden Potion,"I choose students with high scores",Centaurs,,11.98,Hufflepuff
1779,31.0,Pure Blood,39.0,M,Plants,53.9,Apparition,174.67,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,53.81,Hufflepuff
1780,31.0,Pure Blood,40.0,M,Plants,40.72,Apparition,252.39,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,56.88,Ravenclaw
1781,32.0,Muggle Born,40.0,F,World after we die,27.66,Apparition,179.6,Potion that smells of plums and chocolates,"By a psychological test",,,79.7,Hufflepuff
1782,27.0,Muggle Born,37.0,F,World after we die,53.04,Apparition,118.13,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,Water,51.91,Gryffindor
1783,27.0,Pure Blood,40.0,F,Magical Creatures,54.6,Apparition,144.49,Silvery Potion,"I choose without preferences",Humans,,58.55,Ravenclaw
1784,25.0,Muggle Born,40.0,M,Magical Creatures,51.56,Apparition,248.0,The Golden Potion,"By a psychological test",Centaurs,,56.37,Gryffindor
1785,29.0,Muggle Born,40.0,M,Plants,61.43,Apparition,206.72,Silvery Potion,"By a psychological test",Werewolves,,63.62,Ravenclaw
1786,29.0,Muggle Born,39.0,M,Plants,43.98,Apparition,210.98,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,36.42,Hufflepuff
1787,29.0,Pure Blood,39.0,F,Magical Creatures,39.75,Portkey,199.18,Potion that smells of plums and chocolates,"By a psychological test",Humans,,35.93,Hufflepuff
1788,32.0,Muggle Born,40.0,M,Plants,32.33,Portkey,216.69,The Golden Potion,"By a psychological test",Werewolves,,36.08,Gryffindor
1789,28.0,Pure Blood,38.0,F,Magical Creatures,63.62,Portkey,143.83,The Golden Potion,"By a difficult exam",Humans,,22.93,Ravenclaw
1790,29.0,Pure Blood,37.0,F,Magical Creatures,59.02,Portkey,148.38,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,-21.01,Hufflepuff
1791,26.0,Muggle Born,39.0,M,Magical Creatures,56.74,Floo Network,191.52,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,46.82,Hufflepuff
1792,27.0,Pure Blood,39.0,M,Magical Creatures,55.42,Portkey,145.66,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,57.02,Gryffindor
1793,31.0,Pure Blood,37.0,F,World after we die,49.78,Apparition,178.07,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,51.97,Slytherine
1794,31.0,Pure Blood,37.0,M,World after we die,48.99,Portkey,111.32,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,51.19,Hufflepuff
1795,29.0,Pure Blood,38.0,M,Magical Creatures,60.69,Portkey,88.81,Silvery Potion,"I choose without preferences",Werewolves,,56.27,Slytherine
1796,25.0,Muggle Born,41.0,M,Magical Creatures,54.42,Portkey,203.33,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,64.22,Hufflepuff
1797,30.0,Pure Blood,42.0,F,Magical Creatures,52.88,Apparition,223.94,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,61.12,Hufflepuff
1798,29.0,Muggle Born,37.0,M,Plants,39.74,Floo Network,141.99,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,41.7,Slytherine
1799,25.0,Muggle Born,39.0,M,Evil,52.04,Apparition,92.71,Silvery Potion,"By a difficult exam",Werewolves,,58.95,Ravenclaw
1800,30.0,Muggle Born,40.0,M,Plants,63.92,Floo Network,139.95,Silvery Potion,"I choose students with high scores",Centaurs,,39.34,Gryffindor
1801,27.0,Muggle Born,38.0,M,Magical Creatures,55.07,Apparition,88.68,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,19.3,Slytherine
1802,25.0,Muggle Born,43.0,F,Plants,58.95,Portkey,196.52,Silvery Potion,"I choose without preferences",Werewolves,,60.73,Gryffindor
1803,35.0,Pure Blood,39.0,F,World after we die,38.28,Portkey,202.41,The Golden Potion,"By a difficult exam",Centaurs,,102.13,Ravenclaw
1804,28.0,Muggle Born,41.0,M,Magical Creatures,55.32,Apparition,205.88,Silvery Potion,"I choose without preferences",Werewolves,,63.64,Hufflepuff
1805,32.0,Pure Blood,40.0,F,World after we die,62.8,Floo Network,202.17,Silvery Potion,"By a difficult exam",Werewolves,,62.89,Ravenclaw
1806,29.0,Muggle Born,39.0,F,World after we die,53.36,Portkey,95.72,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,57.24,Hufflepuff
1807,31.0,Muggle Born,38.0,M,Magical Creatures,31.55,Portkey,112.18,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,42.69,Slytherine
1808,29.0,Pure Blood,36.0,M,Magical Creatures,66.08,Portkey,174.44,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,87.97,Ravenclaw
1809,28.0,Pure Blood,40.0,M,Plants,52.53,Floo Network,143.77,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,44.56,Slytherine
1810,29.0,Muggle Born,36.0,F,Magical Creatures,40.5,Apparition,45.07,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,61.61,Ravenclaw
1811,32.0,Pure Blood,39.0,M,Magical Creatures,54.22,Apparition,179.13,Silvery Potion,"By a psychological test",Centaurs,,-8.32,Ravenclaw
1812,31.0,Pure Blood,40.0,F,Plants,52.89,Floo Network,195.24,The Golden Potion,"I choose students with high scores",Centaurs,,66.16,Ravenclaw
1813,29.0,Muggle Born,37.0,M,Magical Creatures,58.63,Portkey,99.23,Silvery Potion,"By a difficult exam",Werewolves,,51.3,Slytherine
1814,27.0,Muggle Born,41.0,M,World after we die,45.27,Apparition,168.67,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,40.62,Ravenclaw
1815,34.0,Muggle Born,40.0,M,World after we die,57.72,Portkey,111.23,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,61.89,Slytherine
1816,28.0,Pure Blood,37.0,F,Magical Creatures,47.04,Flying,142.41,The Golden Potion,"I choose without preferences",Giants,Water,84.19,Gryffindor
1817,28.0,Pure Blood,37.0,F,World after we die,37.44,Portkey,138.61,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,40.53,Hufflepuff
1818,31.0,Muggle Born,40.0,M,World after we die,22.41,Apparition,65.0,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,27.52,Slytherine
1819,31.0,Pure Blood,42.0,M,Magical Creatures,51.53,Flying,141.82,Silvery Potion,"By a psychological test",Centaurs,,42.99,Slytherine
1820,36.0,Pure Blood,39.0,F,Magical Creatures,42.58,Portkey,114.49,Potion that makes you see strange visions,"By a difficult exam",Centaurs,Water,68.05,Ravenclaw
1821,32.0,Pure Blood,41.0,M,World after we die,58.78,Apparition,87.36,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,44.4,Slytherine
1822,30.0,Muggle Born,39.0,F,World after we die,48.59,Apparition,248.86,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,32.95,Ravenclaw
1823,26.0,Pure Blood,43.0,F,Magical Creatures,61.6,Flying,137.03,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,Fire,56.2,Slytherine
1824,32.0,Pure Blood,39.0,F,World after we die,46.02,Floo Network,199.83,Silvery Potion,"I choose students with high scores",Giants,,15.94,Gryffindor
1825,32.0,Muggle Born,38.0,M,Magical Creatures,57.6,Floo Network,159.51,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,62.09,Hufflepuff
1826,27.0,Pure Blood,38.0,F,World after we die,47.04,Portkey,96.66,Potion that makes you see strange visions,"I choose without preferences",Centaurs,,71.47,Slytherine
1827,29.0,Pure Blood,38.0,F,Magical Creatures,48.44,Portkey,225.67,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,6.4,Ravenclaw
1828,32.0,Pure Blood,35.0,M,Magical Creatures,52.2,Flying,96.7,The Golden Potion,"I choose students with high scores",Giants,,34.51,Gryffindor
1829,27.0,Muggle Born,37.0,F,Magical Creatures,36.74,Portkey,179.91,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,42.46,Gryffindor
1830,29.0,Pure Blood,38.0,F,World after we die,60.51,Portkey,176.02,Silvery Potion,"I choose students with high scores",Centaurs,,25.42,Ravenclaw
1831,32.0,Muggle Born,37.0,F,World after we die,46.06,Portkey,199.15,Potion that smells of plums and chocolates,"I choose students with high scores",Giants,,50.12,Hufflepuff
1832,28.0,Pure Blood,38.0,M,World after we die,39.25,Apparition,31.26,The Golden Potion,"I choose without preferences",Humans,,40.17,Ravenclaw
1833,28.0,Pure Blood,40.0,M,Magical Creatures,30.2,Apparition,201.47,The Golden Potion,"I choose students with high scores",Centaurs,,33.08,Hufflepuff
1834,30.0,Pure Blood,36.0,M,Plants,59.68,Portkey,82.8,Silvery Potion,"By a psychological test",Werewolves,,83.36,Ravenclaw
1835,27.0,Pure Blood,40.0,M,Plants,37.81,Apparition,160.44,Silvery Potion,"By a difficult exam",Centaurs,,91.69,Hufflepuff
1836,28.0,Muggle Born,40.0,M,World after we die,31.51,Apparition,143.47,The Golden Potion,"I choose students with high scores",Humans,,57.96,Gryffindor
1837,30.0,Pure Blood,42.0,M,Magical Creatures,39.82,Apparition,157.0,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,53.58,Hufflepuff
1838,28.0,Pure Blood,39.0,M,World after we die,61.2,Apparition,126.43,The Golden Potion,"By a difficult exam",Werewolves,,46.78,Ravenclaw
1839,31.0,Pure Blood,38.0,M,Magical Creatures,57.11,Floo Network,103.46,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,47.17,Ravenclaw
1840,31.0,Muggle Born,43.0,F,World after we die,45.23,Portkey,103.67,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,70.05,Ravenclaw
1841,32.0,Pure Blood,39.0,M,Plants,55.21,Floo Network,218.01,Potion that makes you see strange visions,"By a psychological test",Centaurs,,57.26,Ravenclaw
1842,32.0,Pure Blood,38.0,F,Plants,41.58,Flying,18.94,Silvery Potion,"By a psychological test",Werewolves,,50.44,Ravenclaw
1843,27.0,Pure Blood,40.0,F,Evil,43.5,Apparition,167.99,The Golden Potion,"By a difficult exam",Centaurs,,68.84,Slytherine
1844,32.0,Muggle Born,40.0,F,World after we die,31.8,Portkey,82.22,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,48.26,Gryffindor
1845,34.0,Muggle Born,38.0,F,World after we die,40.87,Portkey,129.26,Potion that smells of plums and chocolates,"By a psychological test",Giants,,56.85,Hufflepuff
1846,28.0,Pure Blood,40.0,F,World after we die,61.15,Apparition,209.9,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,44.79,Hufflepuff
1847,28.0,Muggle Born,38.0,F,Magical Creatures,50.74,Flying,103.11,The Golden Potion,"By a difficult exam",Humans,,33.94,Slytherine
1848,33.0,Muggle Born,41.0,M,World after we die,38.97,Apparition,200.6,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,53.95,Gryffindor
1849,25.0,Muggle Born,42.0,M,Magical Creatures,66.78,Apparition,194.85,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,85.42,Slytherine
1850,33.0,Muggle Born,38.0,F,Plants,37.2,Apparition,146.38,Potion that smells of plums and chocolates,"I choose students with high scores",Giants,,72.25,Hufflepuff
1851,32.0,Pure Blood,40.0,F,Plants,49.49,Apparition,159.54,The Golden Potion,"By a difficult exam",Centaurs,,67.71,Ravenclaw
1852,26.0,Pure Blood,43.0,F,Plants,47.13,Portkey,82.24,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,69.92,Gryffindor
1853,32.0,Pure Blood,35.0,F,Evil,48.3,Portkey,221.09,Silvery Potion,"I choose students with high scores",Werewolves,,61.28,Hufflepuff
1854,30.0,Muggle Born,37.0,M,Magical Creatures,25.44,Floo Network,180.05,Silvery Potion,"By a psychological test",Werewolves,,64.65,Slytherine
1855,30.0,Pure Blood,42.0,M,Plants,48.59,Portkey,86.64,The Golden Potion,"By a psychological test",Centaurs,,31.39,Hufflepuff
1856,33.0,Muggle Born,42.0,M,World after we die,64.31,Portkey,135.61,Silvery Potion,"By a difficult exam",Werewolves,,86.52,Gryffindor
1857,26.0,Pure Blood,42.0,M,Plants,49.27,,138.76,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,59.16,Ravenclaw
1858,28.0,Pure Blood,41.0,M,Plants,53.9,Portkey,211.23,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,55.04,Hufflepuff
1859,26.0,Muggle Born,38.0,F,Magical Creatures,64.06,Apparition,188.84,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,43.95,Slytherine
1860,27.0,Muggle Born,38.0,F,Plants,50.21,Apparition,124.99,The Golden Potion,"I choose students with high scores",Centaurs,,36.79,Gryffindor
